第 0 点 - 坐标: [279.7423, 0.0000], 绝对半径: 279.7423, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 2207 点 - 坐标: [-212.4108, 182.2410], 绝对半径: 279.8752, 绝对角度: 220.6284, 绝对半径差值: 0.1329, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2208 点 - 坐标: [-212.0922, 182.6115], 绝对半径: 279.8751, 绝对角度: 220.7285, 绝对半径差值: 0.1328, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2209 点 - 坐标: [-211.7729, 182.9815], 绝对半径: 279.8750, 绝对角度: 220.8285, 绝对半径差值: 0.1327, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2210 点 - 坐标: [-211.4530, 183.3510], 绝对半径: 279.8749, 绝对角度: 220.9286, 绝对半径差值: 0.1326, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2211 点 - 坐标: [-211.1324, 183.7199], 绝对半径: 279.8748, 绝对角度: 221.0286, 绝对半径差值: 0.1325, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2212 点 - 坐标: [-210.8113, 184.0882], 绝对半径: 279.8747, 绝对角度: 221.1287, 绝对半径差值: 0.1324, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2213 点 - 坐标: [-210.4894, 184.4560], 绝对半径: 279.8746, 绝对角度: 221.2287, 绝对半径差值: 0.1323, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2214 点 - 坐标: [-210.1669, 184.8232], 绝对半径: 279.8745, 绝对角度: 221.3288, 绝对半径差值: 0.1322, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2215 点 - 坐标: [-209.8438, 185.1898], 绝对半径: 279.8744, 绝对角度: 221.4288, 绝对半径差值: 0.1321, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2216 点 - 坐标: [-209.5200, 185.5559], 绝对半径: 279.8743, 绝对角度: 221.5289, 绝对半径差值: 0.1320, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2217 点 - 坐标: [-209.1956, 185.9214], 绝对半径: 279.8742, 绝对角度: 221.6289, 绝对半径差值: 0.1319, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2218 点 - 坐标: [-208.8706, 186.2863], 绝对半径: 279.8741, 绝对角度: 221.7290, 绝对半径差值: 0.1319, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2219 点 - 坐标: [-208.5449, 186.6507], 绝对半径: 279.8740, 绝对角度: 221.8290, 绝对半径差值: 0.1318, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2220 点 - 坐标: [-208.2186, 187.0145], 绝对半径: 279.8739, 绝对角度: 221.9290, 绝对半径差值: 0.1317, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2221 点 - 坐标: [-207.8917, 187.3778], 绝对半径: 279.8738, 绝对角度: 222.0291, 绝对半径差值: 0.1316, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2222 点 - 坐标: [-207.5641, 187.7404], 绝对半径: 279.8738, 绝对角度: 222.1291, 绝对半径差值: 0.1315, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2223 点 - 坐标: [-207.2359, 188.1025], 绝对半径: 279.8737, 绝对角度: 222.2292, 绝对半径差值: 0.1314, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2224 点 - 坐标: [-206.9070, 188.4640], 绝对半径: 279.8736, 绝对角度: 222.3292, 绝对半径差值: 0.1313, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2225 点 - 坐标: [-206.5776, 188.8250], 绝对半径: 279.8735, 绝对角度: 222.4293, 绝对半径差值: 0.1312, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2226 点 - 坐标: [-206.2475, 189.1853], 绝对半径: 279.8734, 绝对角度: 222.5293, 绝对半径差值: 0.1311, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2227 点 - 坐标: [-205.9167, 189.5451], 绝对半径: 279.8733, 绝对角度: 222.6294, 绝对半径差值: 0.1310, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2228 点 - 坐标: [-205.5854, 189.9043], 绝对半径: 279.8732, 绝对角度: 222.7294, 绝对半径差值: 0.1309, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2229 点 - 坐标: [-205.2534, 190.2630], 绝对半径: 279.8731, 绝对角度: 222.8295, 绝对半径差值: 0.1308, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2230 点 - 坐标: [-204.9208, 190.6210], 绝对半径: 279.8730, 绝对角度: 222.9295, 绝对半径差值: 0.1307, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2231 点 - 坐标: [-204.5875, 190.9785], 绝对半径: 279.8729, 绝对角度: 223.0296, 绝对半径差值: 0.1306, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2232 点 - 坐标: [-204.2537, 191.3354], 绝对半径: 279.8728, 绝对角度: 223.1296, 绝对半径差值: 0.1305, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2233 点 - 坐标: [-203.9192, 191.6917], 绝对半径: 279.8727, 绝对角度: 223.2297, 绝对半径差值: 0.1304, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2234 点 - 坐标: [-203.5841, 192.0474], 绝对半径: 279.8726, 绝对角度: 223.3297, 绝对半径差值: 0.1303, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2235 点 - 坐标: [-203.2483, 192.4026], 绝对半径: 279.8725, 绝对角度: 223.4298, 绝对半径差值: 0.1302, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2236 点 - 坐标: [-202.9120, 192.7571], 绝对半径: 279.8724, 绝对角度: 223.5298, 绝对半径差值: 0.1302, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2237 点 - 坐标: [-202.5750, 193.1111], 绝对半径: 279.8723, 绝对角度: 223.6299, 绝对半径差值: 0.1301, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2238 点 - 坐标: [-202.2374, 193.4644], 绝对半径: 279.8722, 绝对角度: 223.7299, 绝对半径差值: 0.1300, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2239 点 - 坐标: [-201.8992, 193.8172], 绝对半径: 279.8721, 绝对角度: 223.8300, 绝对半径差值: 0.1299, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2240 点 - 坐标: [-201.5604, 194.1694], 绝对半径: 279.8721, 绝对角度: 223.9300, 绝对半径差值: 0.1298, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2241 点 - 坐标: [-201.2210, 194.5210], 绝对半径: 279.8720, 绝对角度: 224.0301, 绝对半径差值: 0.1297, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2242 点 - 坐标: [-200.8810, 194.8720], 绝对半径: 279.8719, 绝对角度: 224.1301, 绝对半径差值: 0.1296, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2243 点 - 坐标: [-200.5403, 195.2224], 绝对半径: 279.8718, 绝对角度: 224.2302, 绝对半径差值: 0.1295, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2244 点 - 坐标: [-200.1990, 195.5722], 绝对半径: 279.8717, 绝对角度: 224.3302, 绝对半径差值: 0.1294, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2245 点 - 坐标: [-199.8572, 195.9215], 绝对半径: 279.8716, 绝对角度: 224.4303, 绝对半径差值: 0.1293, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2246 点 - 坐标: [-199.5147, 196.2701], 绝对半径: 279.8715, 绝对角度: 224.5303, 绝对半径差值: 0.1292, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2247 点 - 坐标: [-199.1716, 196.6181], 绝对半径: 279.8714, 绝对角度: 224.6304, 绝对半径差值: 0.1291, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2248 点 - 坐标: [-198.8279, 196.9655], 绝对半径: 279.8713, 绝对角度: 224.7304, 绝对半径差值: 0.1290, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2249 点 - 坐标: [-198.4836, 197.3123], 绝对半径: 279.8712, 绝对角度: 224.8305, 绝对半径差值: 0.1289, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2250 点 - 坐标: [-198.1387, 197.6586], 绝对半径: 279.8711, 绝对角度: 224.9305, 绝对半径差值: 0.1288, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2251 点 - 坐标: [-197.7931, 198.0042], 绝对半径: 279.8710, 绝对角度: 225.0306, 绝对半径差值: 0.1287, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2252 点 - 坐标: [-197.4470, 198.3492], 绝对半径: 279.8709, 绝对角度: 225.1306, 绝对半径差值: 0.1286, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2253 点 - 坐标: [-197.1003, 198.6936], 绝对半径: 279.8708, 绝对角度: 225.2306, 绝对半径差值: 0.1285, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2254 点 - 坐标: [-196.7530, 199.0374], 绝对半径: 279.8707, 绝对角度: 225.3307, 绝对半径差值: 0.1285, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2255 点 - 坐标: [-196.4051, 199.3806], 绝对半径: 279.8706, 绝对角度: 225.4307, 绝对半径差值: 0.1284, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2256 点 - 坐标: [-196.0565, 199.7232], 绝对半径: 279.8705, 绝对角度: 225.5308, 绝对半径差值: 0.1283, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2257 点 - 坐标: [-195.7074, 200.0652], 绝对半径: 279.8704, 绝对角度: 225.6308, 绝对半径差值: 0.1282, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2258 点 - 坐标: [-195.3577, 200.4065], 绝对半径: 279.8704, 绝对角度: 225.7309, 绝对半径差值: 0.1281, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2259 点 - 坐标: [-195.0074, 200.7473], 绝对半径: 279.8703, 绝对角度: 225.8309, 绝对半径差值: 0.1280, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2260 点 - 坐标: [-194.6565, 201.0874], 绝对半径: 279.8702, 绝对角度: 225.9310, 绝对半径差值: 0.1279, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2261 点 - 坐标: [-194.3050, 201.4270], 绝对半径: 279.8701, 绝对角度: 226.0310, 绝对半径差值: 0.1278, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2262 点 - 坐标: [-193.9529, 201.7659], 绝对半径: 279.8700, 绝对角度: 226.1311, 绝对半径差值: 0.1277, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2263 点 - 坐标: [-193.6002, 202.1042], 绝对半径: 279.8699, 绝对角度: 226.2311, 绝对半径差值: 0.1276, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2264 点 - 坐标: [-193.2469, 202.4419], 绝对半径: 279.8698, 绝对角度: 226.3312, 绝对半径差值: 0.1275, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2265 点 - 坐标: [-192.8931, 202.7790], 绝对半径: 279.8697, 绝对角度: 226.4312, 绝对半径差值: 0.1274, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2266 点 - 坐标: [-192.5386, 203.1154], 绝对半径: 279.8696, 绝对角度: 226.5313, 绝对半径差值: 0.1273, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2267 点 - 坐标: [-192.1836, 203.4512], 绝对半径: 279.8695, 绝对角度: 226.6313, 绝对半径差值: 0.1272, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2268 点 - 坐标: [-191.8280, 203.7864], 绝对半径: 279.8694, 绝对角度: 226.7314, 绝对半径差值: 0.1271, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2269 点 - 坐标: [-191.4718, 204.1210], 绝对半径: 279.8693, 绝对角度: 226.8314, 绝对半径差值: 0.1270, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2270 点 - 坐标: [-191.1150, 204.4550], 绝对半径: 279.8692, 绝对角度: 226.9315, 绝对半径差值: 0.1269, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2271 点 - 坐标: [-190.7576, 204.7883], 绝对半径: 279.8691, 绝对角度: 227.0315, 绝对半径差值: 0.1268, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2272 点 - 坐标: [-190.3996, 205.1211], 绝对半径: 279.8690, 绝对角度: 227.1316, 绝对半径差值: 0.1268, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2273 点 - 坐标: [-190.0411, 205.4532], 绝对半径: 279.8689, 绝对角度: 227.2316, 绝对半径差值: 0.1267, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2274 点 - 坐标: [-189.6820, 205.7846], 绝对半径: 279.8688, 绝对角度: 227.3317, 绝对半径差值: 0.1266, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2275 点 - 坐标: [-189.3223, 206.1155], 绝对半径: 279.8687, 绝对角度: 227.4317, 绝对半径差值: 0.1265, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2276 点 - 坐标: [-188.9620, 206.4457], 绝对半径: 279.8687, 绝对角度: 227.5318, 绝对半径差值: 0.1264, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2277 点 - 坐标: [-188.6012, 206.7753], 绝对半径: 279.8686, 绝对角度: 227.6318, 绝对半径差值: 0.1263, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2278 点 - 坐标: [-188.2398, 207.1042], 绝对半径: 279.8685, 绝对角度: 227.7319, 绝对半径差值: 0.1262, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2279 点 - 坐标: [-187.8778, 207.4325], 绝对半径: 279.8684, 绝对角度: 227.8319, 绝对半径差值: 0.1261, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2280 点 - 坐标: [-187.5152, 207.7602], 绝对半径: 279.8683, 绝对角度: 227.9320, 绝对半径差值: 0.1260, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2281 点 - 坐标: [-187.1521, 208.0873], 绝对半径: 279.8682, 绝对角度: 228.0320, 绝对半径差值: 0.1259, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2282 点 - 坐标: [-186.7883, 208.4137], 绝对半径: 279.8681, 绝对角度: 228.1321, 绝对半径差值: 0.1258, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 2283 点 - 坐标: [-186.4241, 208.7395], 绝对半径: 279.8680, 绝对角度: 228.2321, 绝对半径差值: 0.1257, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2284 点 - 坐标: [-186.0592, 209.0646], 绝对半径: 279.8679, 绝对角度: 228.3322, 绝对半径差值: 0.1256, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2285 点 - 坐标: [-185.6938, 209.3891], 绝对半径: 279.8678, 绝对角度: 228.4322, 绝对半径差值: 0.1255, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2286 点 - 坐标: [-185.3278, 209.7130], 绝对半径: 279.8677, 绝对角度: 228.5323, 绝对半径差值: 0.1254, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2287 点 - 坐标: [-184.9613, 210.0362], 绝对半径: 279.8676, 绝对角度: 228.6323, 绝对半径差值: 0.1253, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2288 点 - 坐标: [-184.5942, 210.3588], 绝对半径: 279.8675, 绝对角度: 228.7324, 绝对半径差值: 0.1252, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2289 点 - 坐标: [-184.2265, 210.6807], 绝对半径: 279.8674, 绝对角度: 228.8324, 绝对半径差值: 0.1251, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2290 点 - 坐标: [-183.8582, 211.0021], 绝对半径: 279.8673, 绝对角度: 228.9325, 绝对半径差值: 0.1250, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2291 点 - 坐标: [-183.4895, 211.3227], 绝对半径: 279.8672, 绝对角度: 229.0325, 绝对半径差值: 0.1250, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2292 点 - 坐标: [-183.1201, 211.6427], 绝对半径: 279.8671, 绝对角度: 229.1326, 绝对半径差值: 0.1249, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2293 点 - 坐标: [-182.7502, 211.9621], 绝对半径: 279.8670, 绝对角度: 229.2326, 绝对半径差值: 0.1248, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2294 点 - 坐标: [-182.3797, 212.2808], 绝对半径: 279.8670, 绝对角度: 229.3327, 绝对半径差值: 0.1247, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2295 点 - 坐标: [-182.0087, 212.5989], 绝对半径: 279.8669, 绝对角度: 229.4327, 绝对半径差值: 0.1246, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2296 点 - 坐标: [-181.6371, 212.9163], 绝对半径: 279.8668, 绝对角度: 229.5328, 绝对半径差值: 0.1245, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2297 点 - 坐标: [-181.2650, 213.2331], 绝对半径: 279.8667, 绝对角度: 229.6328, 绝对半径差值: 0.1244, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2298 点 - 坐标: [-180.8923, 213.5492], 绝对半径: 279.8666, 绝对角度: 229.7329, 绝对半径差值: 0.1243, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2299 点 - 坐标: [-180.5190, 213.8647], 绝对半径: 279.8665, 绝对角度: 229.8329, 绝对半径差值: 0.1242, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2300 点 - 坐标: [-180.1453, 214.1795], 绝对半径: 279.8664, 绝对角度: 229.9330, 绝对半径差值: 0.1241, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2301 点 - 坐标: [-179.7709, 214.4937], 绝对半径: 279.8663, 绝对角度: 230.0330, 绝对半径差值: 0.1240, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2302 点 - 坐标: [-179.3960, 214.8072], 绝对半径: 279.8662, 绝对角度: 230.1331, 绝对半径差值: 0.1239, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2303 点 - 坐标: [-179.0206, 215.1201], 绝对半径: 279.8661, 绝对角度: 230.2331, 绝对半径差值: 0.1238, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2304 点 - 坐标: [-178.6446, 215.4323], 绝对半径: 279.8660, 绝对角度: 230.3332, 绝对半径差值: 0.1237, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2305 点 - 坐标: [-178.2681, 215.7439], 绝对半径: 279.8659, 绝对角度: 230.4332, 绝对半径差值: 0.1236, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2306 点 - 坐标: [-177.8910, 216.0548], 绝对半径: 279.8658, 绝对角度: 230.5333, 绝对半径差值: 0.1235, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2307 点 - 坐标: [-177.5134, 216.3650], 绝对半径: 279.8657, 绝对角度: 230.6333, 绝对半径差值: 0.1234, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2308 点 - 坐标: [-177.1353, 216.6746], 绝对半径: 279.8656, 绝对角度: 230.7334, 绝对半径差值: 0.1233, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2309 点 - 坐标: [-176.7566, 216.9835], 绝对半径: 279.8655, 绝对角度: 230.8334, 绝对半径差值: 0.1233, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2310 点 - 坐标: [-176.3774, 217.2917], 绝对半径: 279.8654, 绝对角度: 230.9335, 绝对半径差值: 0.1232, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2311 点 - 坐标: [-175.9976, 217.5993], 绝对半径: 279.8653, 绝对角度: 231.0335, 绝对半径差值: 0.1231, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2312 点 - 坐标: [-175.6173, 217.9062], 绝对半径: 279.8653, 绝对角度: 231.1336, 绝对半径差值: 0.1230, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2313 点 - 坐标: [-175.2364, 218.2125], 绝对半径: 279.8652, 绝对角度: 231.2337, 绝对半径差值: 0.1229, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2314 点 - 坐标: [-174.8551, 218.5181], 绝对半径: 279.8651, 绝对角度: 231.3337, 绝对半径差值: 0.1228, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2315 点 - 坐标: [-174.4732, 218.8230], 绝对半径: 279.8650, 绝对角度: 231.4338, 绝对半径差值: 0.1227, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2316 点 - 坐标: [-174.0907, 219.1273], 绝对半径: 279.8649, 绝对角度: 231.5338, 绝对半径差值: 0.1226, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2317 点 - 坐标: [-173.7078, 219.4309], 绝对半径: 279.8648, 绝对角度: 231.6339, 绝对半径差值: 0.1225, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2318 点 - 坐标: [-173.3243, 219.7338], 绝对半径: 279.8647, 绝对角度: 231.7339, 绝对半径差值: 0.1224, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2319 点 - 坐标: [-172.9402, 220.0361], 绝对半径: 279.8646, 绝对角度: 231.8340, 绝对半径差值: 0.1223, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2320 点 - 坐标: [-172.5557, 220.3376], 绝对半径: 279.8645, 绝对角度: 231.9340, 绝对半径差值: 0.1222, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2321 点 - 坐标: [-172.1706, 220.6385], 绝对半径: 279.8644, 绝对角度: 232.0341, 绝对半径差值: 0.1221, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2322 点 - 坐标: [-171.7850, 220.9388], 绝对半径: 279.8643, 绝对角度: 232.1341, 绝对半径差值: 0.1220, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2323 点 - 坐标: [-171.3989, 221.2383], 绝对半径: 279.8642, 绝对角度: 232.2342, 绝对半径差值: 0.1219, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2324 点 - 坐标: [-171.0122, 221.5372], 绝对半径: 279.8641, 绝对角度: 232.3342, 绝对半径差值: 0.1218, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2325 点 - 坐标: [-170.6250, 221.8355], 绝对半径: 279.8640, 绝对角度: 232.4343, 绝对半径差值: 0.1217, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2326 点 - 坐标: [-170.2373, 222.1330], 绝对半径: 279.8639, 绝对角度: 232.5343, 绝对半径差值: 0.1216, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2327 点 - 坐标: [-169.8491, 222.4298], 绝对半径: 279.8638, 绝对角度: 232.6344, 绝对半径差值: 0.1216, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2328 点 - 坐标: [-169.4604, 222.7260], 绝对半径: 279.8637, 绝对角度: 232.7344, 绝对半径差值: 0.1215, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2329 点 - 坐标: [-169.0712, 223.0215], 绝对半径: 279.8636, 绝对角度: 232.8345, 绝对半径差值: 0.1214, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2330 点 - 坐标: [-168.6814, 223.3164], 绝对半径: 279.8635, 绝对角度: 232.9345, 绝对半径差值: 0.1213, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2331 点 - 坐标: [-168.2911, 223.6105], 绝对半径: 279.8635, 绝对角度: 233.0346, 绝对半径差值: 0.1212, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2332 点 - 坐标: [-167.9003, 223.9039], 绝对半径: 279.8634, 绝对角度: 233.1346, 绝对半径差值: 0.1211, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2333 点 - 坐标: [-167.5090, 224.1967], 绝对半径: 279.8633, 绝对角度: 233.2347, 绝对半径差值: 0.1210, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2334 点 - 坐标: [-167.1172, 224.4888], 绝对半径: 279.8632, 绝对角度: 233.3347, 绝对半径差值: 0.1209, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2335 点 - 坐标: [-166.7249, 224.7802], 绝对半径: 279.8631, 绝对角度: 233.4348, 绝对半径差值: 0.1208, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2336 点 - 坐标: [-166.3321, 225.0709], 绝对半径: 279.8630, 绝对角度: 233.5348, 绝对半径差值: 0.1207, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2337 点 - 坐标: [-165.9387, 225.3610], 绝对半径: 279.8629, 绝对角度: 233.6349, 绝对半径差值: 0.1206, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2338 点 - 坐标: [-165.5449, 225.6503], 绝对半径: 279.8628, 绝对角度: 233.7349, 绝对半径差值: 0.1205, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2339 点 - 坐标: [-165.1505, 225.9390], 绝对半径: 279.8627, 绝对角度: 233.8350, 绝对半径差值: 0.1204, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2340 点 - 坐标: [-164.7557, 226.2270], 绝对半径: 279.8626, 绝对角度: 233.9350, 绝对半径差值: 0.1203, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2341 点 - 坐标: [-164.3603, 226.5142], 绝对半径: 279.8625, 绝对角度: 234.0351, 绝对半径差值: 0.1202, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2342 点 - 坐标: [-163.9645, 226.8008], 绝对半径: 279.8624, 绝对角度: 234.1351, 绝对半径差值: 0.1201, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2343 点 - 坐标: [-163.5681, 227.0867], 绝对半径: 279.8623, 绝对角度: 234.2352, 绝对半径差值: 0.1200, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2344 点 - 坐标: [-163.1713, 227.3719], 绝对半径: 279.8622, 绝对角度: 234.3353, 绝对半径差值: 0.1199, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2345 点 - 坐标: [-162.7739, 227.6564], 绝对半径: 279.8621, 绝对角度: 234.4353, 绝对半径差值: 0.1199, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2346 点 - 坐标: [-162.3761, 227.9403], 绝对半径: 279.8620, 绝对角度: 234.5354, 绝对半径差值: 0.1198, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2347 点 - 坐标: [-161.9778, 228.2234], 绝对半径: 279.8619, 绝对角度: 234.6354, 绝对半径差值: 0.1197, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2348 点 - 坐标: [-161.5789, 228.5058], 绝对半径: 279.8618, 绝对角度: 234.7355, 绝对半径差值: 0.1196, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2349 点 - 坐标: [-161.1796, 228.7875], 绝对半径: 279.8618, 绝对角度: 234.8355, 绝对半径差值: 0.1195, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2350 点 - 坐标: [-160.7798, 229.0686], 绝对半径: 279.8617, 绝对角度: 234.9356, 绝对半径差值: 0.1194, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2351 点 - 坐标: [-160.3795, 229.3489], 绝对半径: 279.8616, 绝对角度: 235.0356, 绝对半径差值: 0.1193, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2352 点 - 坐标: [-159.9787, 229.6285], 绝对半径: 279.8615, 绝对角度: 235.1357, 绝对半径差值: 0.1192, 增量半径差值: -0.0001, 增量角度差值: 0.1001
