第 0 点 - 坐标: [237.4695, 0.0000], 绝对半径: 237.4695, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 2169 点 - 坐标: [-190.0652, 142.5612], 绝对半径: 237.5889, 绝对角度: 216.8723, 绝对半径差值: 0.1194, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2170 点 - 坐标: [-189.8159, 142.8927], 绝对半径: 237.5887, 绝对角度: 216.9723, 绝对半径差值: 0.1192, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2171 点 - 坐标: [-189.5660, 143.2237], 绝对半径: 237.5885, 绝对角度: 217.0723, 绝对半径差值: 0.1190, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2172 点 - 坐标: [-189.3155, 143.5544], 绝对半径: 237.5883, 绝对角度: 217.1724, 绝对半径差值: 0.1188, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2173 点 - 坐标: [-189.0644, 143.8845], 绝对半径: 237.5881, 绝对角度: 217.2724, 绝对半径差值: 0.1186, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2174 点 - 坐标: [-188.8127, 144.2143], 绝对半径: 237.5879, 绝对角度: 217.3724, 绝对半径差值: 0.1184, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2175 点 - 坐标: [-188.5605, 144.5436], 绝对半径: 237.5877, 绝对角度: 217.4725, 绝对半径差值: 0.1182, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2176 点 - 坐标: [-188.3077, 144.8725], 绝对半径: 237.5875, 绝对角度: 217.5725, 绝对半径差值: 0.1180, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2177 点 - 坐标: [-188.0543, 145.2009], 绝对半径: 237.5873, 绝对角度: 217.6725, 绝对半径差值: 0.1178, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2178 点 - 坐标: [-187.8004, 145.5289], 绝对半径: 237.5871, 绝对角度: 217.7726, 绝对半径差值: 0.1176, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2179 点 - 坐标: [-187.5458, 145.8564], 绝对半径: 237.5869, 绝对角度: 217.8726, 绝对半径差值: 0.1174, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2180 点 - 坐标: [-187.2907, 146.1835], 绝对半径: 237.5867, 绝对角度: 217.9726, 绝对半径差值: 0.1172, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2181 点 - 坐标: [-187.0351, 146.5102], 绝对半径: 237.5865, 绝对角度: 218.0727, 绝对半径差值: 0.1170, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2182 点 - 坐标: [-186.7788, 146.8364], 绝对半径: 237.5863, 绝对角度: 218.1727, 绝对半径差值: 0.1168, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2183 点 - 坐标: [-186.5220, 147.1621], 绝对半径: 237.5861, 绝对角度: 218.2727, 绝对半径差值: 0.1166, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2184 点 - 坐标: [-186.2647, 147.4874], 绝对半径: 237.5859, 绝对角度: 218.3728, 绝对半径差值: 0.1164, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2185 点 - 坐标: [-186.0067, 147.8123], 绝对半径: 237.5857, 绝对角度: 218.4728, 绝对半径差值: 0.1162, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2186 点 - 坐标: [-185.7482, 148.1367], 绝对半径: 237.5855, 绝对角度: 218.5728, 绝对半径差值: 0.1160, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2187 点 - 坐标: [-185.4891, 148.4606], 绝对半径: 237.5853, 绝对角度: 218.6729, 绝对半径差值: 0.1158, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2188 点 - 坐标: [-185.2295, 148.7841], 绝对半径: 237.5851, 绝对角度: 218.7729, 绝对半径差值: 0.1156, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2189 点 - 坐标: [-184.9693, 149.1072], 绝对半径: 237.5849, 绝对角度: 218.8729, 绝对半径差值: 0.1154, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2190 点 - 坐标: [-184.7085, 149.4298], 绝对半径: 237.5847, 绝对角度: 218.9730, 绝对半径差值: 0.1152, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2191 点 - 坐标: [-184.4472, 149.7519], 绝对半径: 237.5845, 绝对角度: 219.0730, 绝对半径差值: 0.1150, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2192 点 - 坐标: [-184.1853, 150.0736], 绝对半径: 237.5843, 绝对角度: 219.1730, 绝对半径差值: 0.1148, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2193 点 - 坐标: [-183.9228, 150.3948], 绝对半径: 237.5841, 绝对角度: 219.2731, 绝对半径差值: 0.1146, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2194 点 - 坐标: [-183.6598, 150.7156], 绝对半径: 237.5839, 绝对角度: 219.3731, 绝对半径差值: 0.1144, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2195 点 - 坐标: [-183.3962, 151.0359], 绝对半径: 237.5837, 绝对角度: 219.4731, 绝对半径差值: 0.1142, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2196 点 - 坐标: [-183.1321, 151.3557], 绝对半径: 237.5835, 绝对角度: 219.5732, 绝对半径差值: 0.1140, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2197 点 - 坐标: [-182.8674, 151.6751], 绝对半径: 237.5833, 绝对角度: 219.6732, 绝对半径差值: 0.1138, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2198 点 - 坐标: [-182.6022, 151.9940], 绝对半径: 237.5831, 绝对角度: 219.7732, 绝对半径差值: 0.1136, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2199 点 - 坐标: [-182.3364, 152.3125], 绝对半径: 237.5829, 绝对角度: 219.8733, 绝对半径差值: 0.1134, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2200 点 - 坐标: [-182.0700, 152.6305], 绝对半径: 237.5827, 绝对角度: 219.9733, 绝对半径差值: 0.1132, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2201 点 - 坐标: [-181.8031, 152.9480], 绝对半径: 237.5825, 绝对角度: 220.0734, 绝对半径差值: 0.1130, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2202 点 - 坐标: [-181.5356, 153.2650], 绝对半径: 237.5823, 绝对角度: 220.1734, 绝对半径差值: 0.1128, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2203 点 - 坐标: [-181.2676, 153.5816], 绝对半径: 237.5821, 绝对角度: 220.2734, 绝对半径差值: 0.1126, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2204 点 - 坐标: [-180.9990, 153.8977], 绝对半径: 237.5819, 绝对角度: 220.3735, 绝对半径差值: 0.1124, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2205 点 - 坐标: [-180.7299, 154.2134], 绝对半径: 237.5817, 绝对角度: 220.4735, 绝对半径差值: 0.1122, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2206 点 - 坐标: [-180.4602, 154.5286], 绝对半径: 237.5815, 绝对角度: 220.5735, 绝对半径差值: 0.1120, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2207 点 - 坐标: [-180.1900, 154.8433], 绝对半径: 237.5813, 绝对角度: 220.6736, 绝对半径差值: 0.1118, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2208 点 - 坐标: [-179.9192, 155.1575], 绝对半径: 237.5811, 绝对角度: 220.7736, 绝对半径差值: 0.1116, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2209 点 - 坐标: [-179.6479, 155.4713], 绝对半径: 237.5809, 绝对角度: 220.8736, 绝对半径差值: 0.1114, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2210 点 - 坐标: [-179.3760, 155.7846], 绝对半径: 237.5807, 绝对角度: 220.9737, 绝对半径差值: 0.1112, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2211 点 - 坐标: [-179.1036, 156.0974], 绝对半径: 237.5805, 绝对角度: 221.0737, 绝对半径差值: 0.1110, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2212 点 - 坐标: [-178.8306, 156.4097], 绝对半径: 237.5803, 绝对角度: 221.1738, 绝对半径差值: 0.1108, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2213 点 - 坐标: [-178.5571, 156.7216], 绝对半径: 237.5801, 绝对角度: 221.2738, 绝对半径差值: 0.1106, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2214 点 - 坐标: [-178.2831, 157.0330], 绝对半径: 237.5799, 绝对角度: 221.3738, 绝对半径差值: 0.1104, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2215 点 - 坐标: [-178.0085, 157.3439], 绝对半径: 237.5797, 绝对角度: 221.4739, 绝对半径差值: 0.1102, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2216 点 - 坐标: [-177.7333, 157.6543], 绝对半径: 237.5795, 绝对角度: 221.5739, 绝对半径差值: 0.1100, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2217 点 - 坐标: [-177.4577, 157.9643], 绝对半径: 237.5793, 绝对角度: 221.6739, 绝对半径差值: 0.1098, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2218 点 - 坐标: [-177.1814, 158.2737], 绝对半径: 237.5791, 绝对角度: 221.7740, 绝对半径差值: 0.1096, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2219 点 - 坐标: [-176.9047, 158.5827], 绝对半径: 237.5789, 绝对角度: 221.8740, 绝对半径差值: 0.1094, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2220 点 - 坐标: [-176.6274, 158.8912], 绝对半径: 237.5787, 绝对角度: 221.9740, 绝对半径差值: 0.1092, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2221 点 - 坐标: [-176.3495, 159.1992], 绝对半径: 237.5785, 绝对角度: 222.0741, 绝对半径差值: 0.1090, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2222 点 - 坐标: [-176.0712, 159.5067], 绝对半径: 237.5783, 绝对角度: 222.1741, 绝对半径差值: 0.1088, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2223 点 - 坐标: [-175.7923, 159.8138], 绝对半径: 237.5781, 绝对角度: 222.2742, 绝对半径差值: 0.1086, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2224 点 - 坐标: [-175.5128, 160.1203], 绝对半径: 237.5779, 绝对角度: 222.3742, 绝对半径差值: 0.1084, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2225 点 - 坐标: [-175.2328, 160.4264], 绝对半径: 237.5777, 绝对角度: 222.4742, 绝对半径差值: 0.1082, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2226 点 - 坐标: [-174.9523, 160.7320], 绝对半径: 237.5775, 绝对角度: 222.5743, 绝对半径差值: 0.1080, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2227 点 - 坐标: [-174.6713, 161.0370], 绝对半径: 237.5773, 绝对角度: 222.6743, 绝对半径差值: 0.1078, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2228 点 - 坐标: [-174.3897, 161.3416], 绝对半径: 237.5771, 绝对角度: 222.7743, 绝对半径差值: 0.1076, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2229 点 - 坐标: [-174.1076, 161.6457], 绝对半径: 237.5769, 绝对角度: 222.8744, 绝对半径差值: 0.1074, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2230 点 - 坐标: [-173.8249, 161.9494], 绝对半径: 237.5767, 绝对角度: 222.9744, 绝对半径差值: 0.1072, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2231 点 - 坐标: [-173.5417, 162.2525], 绝对半径: 237.5765, 绝对角度: 223.0745, 绝对半径差值: 0.1070, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2232 点 - 坐标: [-173.2580, 162.5551], 绝对半径: 237.5763, 绝对角度: 223.1745, 绝对半径差值: 0.1068, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2233 点 - 坐标: [-172.9738, 162.8572], 绝对半径: 237.5761, 绝对角度: 223.2745, 绝对半径差值: 0.1066, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2234 点 - 坐标: [-172.6891, 163.1588], 绝对半径: 237.5759, 绝对角度: 223.3746, 绝对半径差值: 0.1064, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2235 点 - 坐标: [-172.4038, 163.4600], 绝对半径: 237.5757, 绝对角度: 223.4746, 绝对半径差值: 0.1062, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2236 点 - 坐标: [-172.1180, 163.7606], 绝对半径: 237.5755, 绝对角度: 223.5747, 绝对半径差值: 0.1060, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2237 点 - 坐标: [-171.8316, 164.0607], 绝对半径: 237.5753, 绝对角度: 223.6747, 绝对半径差值: 0.1058, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2238 点 - 坐标: [-171.5448, 164.3604], 绝对半径: 237.5751, 绝对角度: 223.7747, 绝对半径差值: 0.1056, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2239 点 - 坐标: [-171.2574, 164.6595], 绝对半径: 237.5749, 绝对角度: 223.8748, 绝对半径差值: 0.1054, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2240 点 - 坐标: [-170.9695, 164.9581], 绝对半径: 237.5747, 绝对角度: 223.9748, 绝对半径差值: 0.1052, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2241 点 - 坐标: [-170.6811, 165.2562], 绝对半径: 237.5745, 绝对角度: 224.0748, 绝对半径差值: 0.1050, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2242 点 - 坐标: [-170.3921, 165.5539], 绝对半径: 237.5743, 绝对角度: 224.1749, 绝对半径差值: 0.1048, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2243 点 - 坐标: [-170.1027, 165.8510], 绝对半径: 237.5741, 绝对角度: 224.2749, 绝对半径差值: 0.1046, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2244 点 - 坐标: [-169.8127, 166.1476], 绝对半径: 237.5739, 绝对角度: 224.3750, 绝对半径差值: 0.1044, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2245 点 - 坐标: [-169.5222, 166.4437], 绝对半径: 237.5737, 绝对角度: 224.4750, 绝对半径差值: 0.1042, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2246 点 - 坐标: [-169.2312, 166.7393], 绝对半径: 237.5735, 绝对角度: 224.5750, 绝对半径差值: 0.1040, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2247 点 - 坐标: [-168.9396, 167.0344], 绝对半径: 237.5733, 绝对角度: 224.6751, 绝对半径差值: 0.1038, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2248 点 - 坐标: [-168.6476, 167.3289], 绝对半径: 237.5731, 绝对角度: 224.7751, 绝对半径差值: 0.1036, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2249 点 - 坐标: [-168.3550, 167.6230], 绝对半径: 237.5729, 绝对角度: 224.8752, 绝对半径差值: 0.1034, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2250 点 - 坐标: [-168.0620, 167.9166], 绝对半径: 237.5727, 绝对角度: 224.9752, 绝对半径差值: 0.1032, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2251 点 - 坐标: [-167.7684, 168.2096], 绝对半径: 237.5725, 绝对角度: 225.0752, 绝对半径差值: 0.1030, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2252 点 - 坐标: [-167.4743, 168.5021], 绝对半径: 237.5723, 绝对角度: 225.1753, 绝对半径差值: 0.1028, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2253 点 - 坐标: [-167.1797, 168.7941], 绝对半径: 237.5721, 绝对角度: 225.2753, 绝对半径差值: 0.1026, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2254 点 - 坐标: [-166.8846, 169.0856], 绝对半径: 237.5719, 绝对角度: 225.3754, 绝对半径差值: 0.1024, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2255 点 - 坐标: [-166.5889, 169.3766], 绝对半径: 237.5717, 绝对角度: 225.4754, 绝对半径差值: 0.1022, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2256 点 - 坐标: [-166.2928, 169.6671], 绝对半径: 237.5715, 绝对角度: 225.5754, 绝对半径差值: 0.1020, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2257 点 - 坐标: [-165.9962, 169.9570], 绝对半径: 237.5713, 绝对角度: 225.6755, 绝对半径差值: 0.1018, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2258 点 - 坐标: [-165.6990, 170.2465], 绝对半径: 237.5711, 绝对角度: 225.7755, 绝对半径差值: 0.1016, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2259 点 - 坐标: [-165.4014, 170.5354], 绝对半径: 237.5709, 绝对角度: 225.8756, 绝对半径差值: 0.1014, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2260 点 - 坐标: [-165.1032, 170.8238], 绝对半径: 237.5707, 绝对角度: 225.9756, 绝对半径差值: 0.1012, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2261 点 - 坐标: [-164.8046, 171.1117], 绝对半径: 237.5705, 绝对角度: 226.0756, 绝对半径差值: 0.1010, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2262 点 - 坐标: [-164.5054, 171.3990], 绝对半径: 237.5703, 绝对角度: 226.1757, 绝对半径差值: 0.1008, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2263 点 - 坐标: [-164.2058, 171.6858], 绝对半径: 237.5701, 绝对角度: 226.2757, 绝对半径差值: 0.1006, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2264 点 - 坐标: [-163.9056, 171.9721], 绝对半径: 237.5699, 绝对角度: 226.3758, 绝对半径差值: 0.1004, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2265 点 - 坐标: [-163.6049, 172.2579], 绝对半径: 237.5697, 绝对角度: 226.4758, 绝对半径差值: 0.1002, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2266 点 - 坐标: [-163.3038, 172.5432], 绝对半径: 237.5695, 绝对角度: 226.5758, 绝对半径差值: 0.1000, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2267 点 - 坐标: [-163.0021, 172.8279], 绝对半径: 237.5693, 绝对角度: 226.6759, 绝对半径差值: 0.0998, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2268 点 - 坐标: [-162.7000, 173.1121], 绝对半径: 237.5691, 绝对角度: 226.7759, 绝对半径差值: 0.0996, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2269 点 - 坐标: [-162.3973, 173.3958], 绝对半径: 237.5689, 绝对角度: 226.8760, 绝对半径差值: 0.0994, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2270 点 - 坐标: [-162.0942, 173.6789], 绝对半径: 237.5687, 绝对角度: 226.9760, 绝对半径差值: 0.0992, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2271 点 - 坐标: [-161.7906, 173.9615], 绝对半径: 237.5685, 绝对角度: 227.0761, 绝对半径差值: 0.0990, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2272 点 - 坐标: [-161.4864, 174.2436], 绝对半径: 237.5683, 绝对角度: 227.1761, 绝对半径差值: 0.0988, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2273 点 - 坐标: [-161.1818, 174.5252], 绝对半径: 237.5681, 绝对角度: 227.2761, 绝对半径差值: 0.0986, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2274 点 - 坐标: [-160.8767, 174.8062], 绝对半径: 237.5679, 绝对角度: 227.3762, 绝对半径差值: 0.0984, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2275 点 - 坐标: [-160.5711, 175.0867], 绝对半径: 237.5677, 绝对角度: 227.4762, 绝对半径差值: 0.0982, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2276 点 - 坐标: [-160.2650, 175.3666], 绝对半径: 237.5675, 绝对角度: 227.5763, 绝对半径差值: 0.0980, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2277 点 - 坐标: [-159.9584, 175.6460], 绝对半径: 237.5673, 绝对角度: 227.6763, 绝对半径差值: 0.0978, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2278 点 - 坐标: [-159.6514, 175.9249], 绝对半径: 237.5671, 绝对角度: 227.7763, 绝对半径差值: 0.0976, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2279 点 - 坐标: [-159.3438, 176.2033], 绝对半径: 237.5669, 绝对角度: 227.8764, 绝对半径差值: 0.0974, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2280 点 - 坐标: [-159.0358, 176.4811], 绝对半径: 237.5667, 绝对角度: 227.9764, 绝对半径差值: 0.0972, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2281 点 - 坐标: [-158.7272, 176.7583], 绝对半径: 237.5665, 绝对角度: 228.0765, 绝对半径差值: 0.0970, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2282 点 - 坐标: [-158.4182, 177.0351], 绝对半径: 237.5663, 绝对角度: 228.1765, 绝对半径差值: 0.0968, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2283 点 - 坐标: [-158.1087, 177.3113], 绝对半径: 237.5661, 绝对角度: 228.2766, 绝对半径差值: 0.0966, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2284 点 - 坐标: [-157.7988, 177.5869], 绝对半径: 237.5659, 绝对角度: 228.3766, 绝对半径差值: 0.0964, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2285 点 - 坐标: [-157.4883, 177.8620], 绝对半径: 237.5657, 绝对角度: 228.4766, 绝对半径差值: 0.0962, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2286 点 - 坐标: [-157.1774, 178.1366], 绝对半径: 237.5655, 绝对角度: 228.5767, 绝对半径差值: 0.0960, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2287 点 - 坐标: [-156.8660, 178.4106], 绝对半径: 237.5653, 绝对角度: 228.6767, 绝对半径差值: 0.0958, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2288 点 - 坐标: [-156.5541, 178.6841], 绝对半径: 237.5651, 绝对角度: 228.7768, 绝对半径差值: 0.0956, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2289 点 - 坐标: [-156.2417, 178.9570], 绝对半径: 237.5649, 绝对角度: 228.8768, 绝对半径差值: 0.0954, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2290 点 - 坐标: [-155.9289, 179.2294], 绝对半径: 237.5647, 绝对角度: 228.9769, 绝对半径差值: 0.0952, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2291 点 - 坐标: [-155.6156, 179.5012], 绝对半径: 237.5645, 绝对角度: 229.0769, 绝对半径差值: 0.0950, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2292 点 - 坐标: [-155.3018, 179.7725], 绝对半径: 237.5643, 绝对角度: 229.1769, 绝对半径差值: 0.0948, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2293 点 - 坐标: [-154.9875, 180.0433], 绝对半径: 237.5641, 绝对角度: 229.2770, 绝对半径差值: 0.0946, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2294 点 - 坐标: [-154.6728, 180.3135], 绝对半径: 237.5639, 绝对角度: 229.3770, 绝对半径差值: 0.0944, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2295 点 - 坐标: [-154.3576, 180.5831], 绝对半径: 237.5637, 绝对角度: 229.4771, 绝对半径差值: 0.0942, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2296 点 - 坐标: [-154.0419, 180.8522], 绝对半径: 237.5635, 绝对角度: 229.5771, 绝对半径差值: 0.0940, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2297 点 - 坐标: [-153.7257, 181.1208], 绝对半径: 237.5633, 绝对角度: 229.6772, 绝对半径差值: 0.0938, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2298 点 - 坐标: [-153.4091, 181.3887], 绝对半径: 237.5631, 绝对角度: 229.7772, 绝对半径差值: 0.0936, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2299 点 - 坐标: [-153.0920, 181.6562], 绝对半径: 237.5629, 绝对角度: 229.8773, 绝对半径差值: 0.0934, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2300 点 - 坐标: [-152.7745, 181.9231], 绝对半径: 237.5627, 绝对角度: 229.9773, 绝对半径差值: 0.0932, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2301 点 - 坐标: [-152.4565, 182.1894], 绝对半径: 237.5625, 绝对角度: 230.0773, 绝对半径差值: 0.0930, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2302 点 - 坐标: [-152.1380, 182.4552], 绝对半径: 237.5623, 绝对角度: 230.1774, 绝对半径差值: 0.0928, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2303 点 - 坐标: [-151.8190, 182.7204], 绝对半径: 237.5621, 绝对角度: 230.2774, 绝对半径差值: 0.0926, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2304 点 - 坐标: [-151.4996, 182.9850], 绝对半径: 237.5619, 绝对角度: 230.3775, 绝对半径差值: 0.0924, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2305 点 - 坐标: [-151.1798, 183.2491], 绝对半径: 237.5617, 绝对角度: 230.4775, 绝对半径差值: 0.0922, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2306 点 - 坐标: [-150.8594, 183.5127], 绝对半径: 237.5615, 绝对角度: 230.5776, 绝对半径差值: 0.0920, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2307 点 - 坐标: [-150.5386, 183.7757], 绝对半径: 237.5613, 绝对角度: 230.6776, 绝对半径差值: 0.0918, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2308 点 - 坐标: [-150.2174, 184.0381], 绝对半径: 237.5611, 绝对角度: 230.7776, 绝对半径差值: 0.0916, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2309 点 - 坐标: [-149.8957, 184.2999], 绝对半径: 237.5609, 绝对角度: 230.8777, 绝对半径差值: 0.0914, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2310 点 - 坐标: [-149.5735, 184.5612], 绝对半径: 237.5607, 绝对角度: 230.9777, 绝对半径差值: 0.0912, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2311 点 - 坐标: [-149.2509, 184.8220], 绝对半径: 237.5605, 绝对角度: 231.0778, 绝对半径差值: 0.0910, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2312 点 - 坐标: [-148.9278, 185.0821], 绝对半径: 237.5603, 绝对角度: 231.1778, 绝对半径差值: 0.0908, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2313 点 - 坐标: [-148.6043, 185.3418], 绝对半径: 237.5601, 绝对角度: 231.2779, 绝对半径差值: 0.0906, 增量半径差值: -0.0002, 增量角度差值: 0.1000
第 2314 点 - 坐标: [-148.2803, 185.6008], 绝对半径: 237.5599, 绝对角度: 231.3779, 绝对半径差值: 0.0904, 增量半径差值: -0.0002, 增量角度差值: 0.1000
