第 0 点 - 坐标: [237.6453, 0.0000], 绝对半径: 237.6453, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 1435 点 - 坐标: [-190.9706, -141.7792], 绝对半径: 237.8468, 绝对角度: 143.4093, 绝对半径差值: 0.2016, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1436 点 - 坐标: [-191.2178, -141.4456], 绝对半径: 237.8468, 绝对角度: 143.5093, 绝对半径差值: 0.2015, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1437 点 - 坐标: [-191.4644, -141.1115], 绝对半径: 237.8467, 绝对角度: 143.6093, 绝对半径差值: 0.2014, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1438 点 - 坐标: [-191.7103, -140.7771], 绝对半径: 237.8467, 绝对角度: 143.7094, 绝对半径差值: 0.2014, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1439 点 - 坐标: [-191.9557, -140.4422], 绝对半径: 237.8466, 绝对角度: 143.8094, 绝对半径差值: 0.2013, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1440 点 - 坐标: [-192.2005, -140.1068], 绝对半径: 237.8465, 绝对角度: 143.9094, 绝对半径差值: 0.2012, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1441 点 - 坐标: [-192.4448, -139.7711], 绝对半径: 237.8465, 绝对角度: 144.0094, 绝对半径差值: 0.2012, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1442 点 - 坐标: [-192.6884, -139.4349], 绝对半径: 237.8464, 绝对角度: 144.1094, 绝对半径差值: 0.2011, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1443 点 - 坐标: [-192.9315, -139.0983], 绝对半径: 237.8463, 绝对角度: 144.2094, 绝对半径差值: 0.2010, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1444 点 - 坐标: [-193.1739, -138.7612], 绝对半径: 237.8463, 绝对角度: 144.3095, 绝对半径差值: 0.2010, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1445 点 - 坐标: [-193.4158, -138.4238], 绝对半径: 237.8462, 绝对角度: 144.4095, 绝对半径差值: 0.2009, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1446 点 - 坐标: [-193.6571, -138.0859], 绝对半径: 237.8461, 绝对角度: 144.5095, 绝对半径差值: 0.2008, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1447 点 - 坐标: [-193.8978, -137.7476], 绝对半径: 237.8461, 绝对角度: 144.6095, 绝对半径差值: 0.2008, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1448 点 - 坐标: [-194.1379, -137.4089], 绝对半径: 237.8460, 绝对角度: 144.7095, 绝对半径差值: 0.2007, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1449 点 - 坐标: [-194.3774, -137.0697], 绝对半径: 237.8459, 绝对角度: 144.8095, 绝对半径差值: 0.2006, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1450 点 - 坐标: [-194.6163, -136.7302], 绝对半径: 237.8459, 绝对角度: 144.9095, 绝对半径差值: 0.2006, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1451 点 - 坐标: [-194.8546, -136.3902], 绝对半径: 237.8458, 绝对角度: 145.0096, 绝对半径差值: 0.2005, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1452 点 - 坐标: [-195.0924, -136.0498], 绝对半径: 237.8457, 绝对角度: 145.1096, 绝对半径差值: 0.2004, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1453 点 - 坐标: [-195.3295, -135.7090], 绝对半径: 237.8456, 绝对角度: 145.2096, 绝对半径差值: 0.2004, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1454 点 - 坐标: [-195.5660, -135.3678], 绝对半径: 237.8456, 绝对角度: 145.3096, 绝对半径差值: 0.2003, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1455 点 - 坐标: [-195.8020, -135.0262], 绝对半径: 237.8455, 绝对角度: 145.4096, 绝对半径差值: 0.2002, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1456 点 - 坐标: [-196.0373, -134.6841], 绝对半径: 237.8454, 绝对角度: 145.5096, 绝对半径差值: 0.2001, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1457 点 - 坐标: [-196.2721, -134.3417], 绝对半径: 237.8454, 绝对角度: 145.6097, 绝对半径差值: 0.2001, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1458 点 - 坐标: [-196.5062, -133.9988], 绝对半径: 237.8453, 绝对角度: 145.7097, 绝对半径差值: 0.2000, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1459 点 - 坐标: [-196.7398, -133.6555], 绝对半径: 237.8452, 绝对角度: 145.8097, 绝对半径差值: 0.1999, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1460 点 - 坐标: [-196.9727, -133.3119], 绝对半径: 237.8451, 绝对角度: 145.9097, 绝对半径差值: 0.1998, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1461 点 - 坐标: [-197.2051, -132.9678], 绝对半径: 237.8451, 绝对角度: 146.0097, 绝对半径差值: 0.1998, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1462 点 - 坐标: [-197.4368, -132.6233], 绝对半径: 237.8450, 绝对角度: 146.1097, 绝对半径差值: 0.1997, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1463 点 - 坐标: [-197.6680, -132.2784], 绝对半径: 237.8449, 绝对角度: 146.2098, 绝对半径差值: 0.1996, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1464 点 - 坐标: [-197.8985, -131.9331], 绝对半径: 237.8448, 绝对角度: 146.3098, 绝对半径差值: 0.1995, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1465 点 - 坐标: [-198.1284, -131.5874], 绝对半径: 237.8448, 绝对角度: 146.4098, 绝对半径差值: 0.1995, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1466 点 - 坐标: [-198.3578, -131.2413], 绝对半径: 237.8447, 绝对角度: 146.5098, 绝对半径差值: 0.1994, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1467 点 - 坐标: [-198.5865, -130.8948], 绝对半径: 237.8446, 绝对角度: 146.6098, 绝对半径差值: 0.1993, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1468 点 - 坐标: [-198.8146, -130.5479], 绝对半径: 237.8445, 绝对角度: 146.7098, 绝对半径差值: 0.1992, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1469 点 - 坐标: [-199.0422, -130.2006], 绝对半径: 237.8444, 绝对角度: 146.8099, 绝对半径差值: 0.1992, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1470 点 - 坐标: [-199.2691, -129.8529], 绝对半径: 237.8444, 绝对角度: 146.9099, 绝对半径差值: 0.1991, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1471 点 - 坐标: [-199.4954, -129.5048], 绝对半径: 237.8443, 绝对角度: 147.0099, 绝对半径差值: 0.1990, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1472 点 - 坐标: [-199.7211, -129.1563], 绝对半径: 237.8442, 绝对角度: 147.1099, 绝对半径差值: 0.1989, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1473 点 - 坐标: [-199.9462, -128.8075], 绝对半径: 237.8441, 绝对角度: 147.2099, 绝对半径差值: 0.1988, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1474 点 - 坐标: [-200.1706, -128.4582], 绝对半径: 237.8441, 绝对角度: 147.3099, 绝对半径差值: 0.1988, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1475 点 - 坐标: [-200.3945, -128.1085], 绝对半径: 237.8440, 绝对角度: 147.4100, 绝对半径差值: 0.1987, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1476 点 - 坐标: [-200.6178, -127.7585], 绝对半径: 237.8439, 绝对角度: 147.5100, 绝对半径差值: 0.1986, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1477 点 - 坐标: [-200.8404, -127.4080], 绝对半径: 237.8438, 绝对角度: 147.6100, 绝对半径差值: 0.1985, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1478 点 - 坐标: [-201.0624, -127.0572], 绝对半径: 237.8437, 绝对角度: 147.7100, 绝对半径差值: 0.1984, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1479 点 - 坐标: [-201.2839, -126.7060], 绝对半径: 237.8436, 绝对角度: 147.8100, 绝对半径差值: 0.1984, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1480 点 - 坐标: [-201.5047, -126.3544], 绝对半径: 237.8436, 绝对角度: 147.9101, 绝对半径差值: 0.1983, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1481 点 - 坐标: [-201.7249, -126.0024], 绝对半径: 237.8435, 绝对角度: 148.0101, 绝对半径差值: 0.1982, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1482 点 - 坐标: [-201.9444, -125.6500], 绝对半径: 237.8434, 绝对角度: 148.1101, 绝对半径差值: 0.1981, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1483 点 - 坐标: [-202.1634, -125.2973], 绝对半径: 237.8433, 绝对角度: 148.2101, 绝对半径差值: 0.1980, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1484 点 - 坐标: [-202.3817, -124.9441], 绝对半径: 237.8432, 绝对角度: 148.3101, 绝对半径差值: 0.1979, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1485 点 - 坐标: [-202.5995, -124.5906], 绝对半径: 237.8432, 绝对角度: 148.4101, 绝对半径差值: 0.1979, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1486 点 - 坐标: [-202.8166, -124.2367], 绝对半径: 237.8431, 绝对角度: 148.5102, 绝对半径差值: 0.1978, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1487 点 - 坐标: [-203.0331, -123.8824], 绝对半径: 237.8430, 绝对角度: 148.6102, 绝对半径差值: 0.1977, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1488 点 - 坐标: [-203.2489, -123.5278], 绝对半径: 237.8429, 绝对角度: 148.7102, 绝对半径差值: 0.1976, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1489 点 - 坐标: [-203.4642, -123.1728], 绝对半径: 237.8428, 绝对角度: 148.8102, 绝对半径差值: 0.1975, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1490 点 - 坐标: [-203.6788, -122.8173], 绝对半径: 237.8427, 绝对角度: 148.9102, 绝对半径差值: 0.1974, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1491 点 - 坐标: [-203.8928, -122.4616], 绝对半径: 237.8426, 绝对角度: 149.0102, 绝对半径差值: 0.1974, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1492 点 - 坐标: [-204.1062, -122.1054], 绝对半径: 237.8426, 绝对角度: 149.1103, 绝对半径差值: 0.1973, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1493 点 - 坐标: [-204.3190, -121.7489], 绝对半径: 237.8425, 绝对角度: 149.2103, 绝对半径差值: 0.1972, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1494 点 - 坐标: [-204.5311, -121.3920], 绝对半径: 237.8424, 绝对角度: 149.3103, 绝对半径差值: 0.1971, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1495 点 - 坐标: [-204.7427, -121.0347], 绝对半径: 237.8423, 绝对角度: 149.4103, 绝对半径差值: 0.1970, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1496 点 - 坐标: [-204.9536, -120.6771], 绝对半径: 237.8422, 绝对角度: 149.5103, 绝对半径差值: 0.1969, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1497 点 - 坐标: [-205.1638, -120.3191], 绝对半径: 237.8421, 绝对角度: 149.6104, 绝对半径差值: 0.1968, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1498 点 - 坐标: [-205.3735, -119.9607], 绝对半径: 237.8420, 绝对角度: 149.7104, 绝对半径差值: 0.1967, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1499 点 - 坐标: [-205.5825, -119.6020], 绝对半径: 237.8419, 绝对角度: 149.8104, 绝对半径差值: 0.1967, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1500 点 - 坐标: [-205.7909, -119.2429], 绝对半径: 237.8419, 绝对角度: 149.9104, 绝对半径差值: 0.1966, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1501 点 - 坐标: [-205.9986, -118.8834], 绝对半径: 237.8418, 绝对角度: 150.0104, 绝对半径差值: 0.1965, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1502 点 - 坐标: [-206.2058, -118.5236], 绝对半径: 237.8417, 绝对角度: 150.1104, 绝对半径差值: 0.1964, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1503 点 - 坐标: [-206.4123, -118.1634], 绝对半径: 237.8416, 绝对角度: 150.2105, 绝对半径差值: 0.1963, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1504 点 - 坐标: [-206.6182, -117.8029], 绝对半径: 237.8415, 绝对角度: 150.3105, 绝对半径差值: 0.1962, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1505 点 - 坐标: [-206.8234, -117.4420], 绝对半径: 237.8414, 绝对角度: 150.4105, 绝对半径差值: 0.1961, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1506 点 - 坐标: [-207.0280, -117.0807], 绝对半径: 237.8413, 绝对角度: 150.5105, 绝对半径差值: 0.1960, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1507 点 - 坐标: [-207.2320, -116.7191], 绝对半径: 237.8412, 绝对角度: 150.6105, 绝对半径差值: 0.1959, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1508 点 - 坐标: [-207.4354, -116.3571], 绝对半径: 237.8412, 绝对角度: 150.7105, 绝对半径差值: 0.1959, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1509 点 - 坐标: [-207.6381, -115.9948], 绝对半径: 237.8411, 绝对角度: 150.8106, 绝对半径差值: 0.1958, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1510 点 - 坐标: [-207.8402, -115.6321], 绝对半径: 237.8410, 绝对角度: 150.9106, 绝对半径差值: 0.1957, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1511 点 - 坐标: [-208.0417, -115.2690], 绝对半径: 237.8409, 绝对角度: 151.0106, 绝对半径差值: 0.1956, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1512 点 - 坐标: [-208.2425, -114.9057], 绝对半径: 237.8408, 绝对角度: 151.1106, 绝对半径差值: 0.1955, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1513 点 - 坐标: [-208.4427, -114.5419], 绝对半径: 237.8407, 绝对角度: 151.2106, 绝对半径差值: 0.1954, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1514 点 - 坐标: [-208.6422, -114.1778], 绝对半径: 237.8406, 绝对角度: 151.3107, 绝对半径差值: 0.1953, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1515 点 - 坐标: [-208.8411, -113.8134], 绝对半径: 237.8405, 绝对角度: 151.4107, 绝对半径差值: 0.1952, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1516 点 - 坐标: [-209.0394, -113.4486], 绝对半径: 237.8404, 绝对角度: 151.5107, 绝对半径差值: 0.1951, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1517 点 - 坐标: [-209.2371, -113.0835], 绝对半径: 237.8403, 绝对角度: 151.6107, 绝对半径差值: 0.1950, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1518 点 - 坐标: [-209.4341, -112.7180], 绝对半径: 237.8402, 绝对角度: 151.7107, 绝对半径差值: 0.1950, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1519 点 - 坐标: [-209.6304, -112.3522], 绝对半径: 237.8402, 绝对角度: 151.8108, 绝对半径差值: 0.1949, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1520 点 - 坐标: [-209.8262, -111.9860], 绝对半径: 237.8401, 绝对角度: 151.9108, 绝对半径差值: 0.1948, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1521 点 - 坐标: [-210.0213, -111.6195], 绝对半径: 237.8400, 绝对角度: 152.0108, 绝对半径差值: 0.1947, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1522 点 - 坐标: [-210.2157, -111.2527], 绝对半径: 237.8399, 绝对角度: 152.1108, 绝对半径差值: 0.1946, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1523 点 - 坐标: [-210.4095, -110.8855], 绝对半径: 237.8398, 绝对角度: 152.2108, 绝对半径差值: 0.1945, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1524 点 - 坐标: [-210.6027, -110.5180], 绝对半径: 237.8397, 绝对角度: 152.3108, 绝对半径差值: 0.1944, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1525 点 - 坐标: [-210.7952, -110.1502], 绝对半径: 237.8396, 绝对角度: 152.4109, 绝对半径差值: 0.1943, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1526 点 - 坐标: [-210.9871, -109.7820], 绝对半径: 237.8395, 绝对角度: 152.5109, 绝对半径差值: 0.1942, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1527 点 - 坐标: [-211.1783, -109.4135], 绝对半径: 237.8394, 绝对角度: 152.6109, 绝对半径差值: 0.1941, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1528 点 - 坐标: [-211.3689, -109.0446], 绝对半径: 237.8393, 绝对角度: 152.7109, 绝对半径差值: 0.1940, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1529 点 - 坐标: [-211.5589, -108.6754], 绝对半径: 237.8392, 绝对角度: 152.8109, 绝对半径差值: 0.1939, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1530 点 - 坐标: [-211.7482, -108.3059], 绝对半径: 237.8391, 绝对角度: 152.9110, 绝对半径差值: 0.1938, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1531 点 - 坐标: [-211.9368, -107.9360], 绝对半径: 237.8390, 绝对角度: 153.0110, 绝对半径差值: 0.1937, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1532 点 - 坐标: [-212.1248, -107.5659], 绝对半径: 237.8389, 绝对角度: 153.1110, 绝对半径差值: 0.1937, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1533 点 - 坐标: [-212.3122, -107.1954], 绝对半径: 237.8389, 绝对角度: 153.2110, 绝对半径差值: 0.1936, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1534 点 - 坐标: [-212.4989, -106.8245], 绝对半径: 237.8388, 绝对角度: 153.3110, 绝对半径差值: 0.1935, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1535 点 - 坐标: [-212.6850, -106.4534], 绝对半径: 237.8387, 绝对角度: 153.4111, 绝对半径差值: 0.1934, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1536 点 - 坐标: [-212.8704, -106.0819], 绝对半径: 237.8386, 绝对角度: 153.5111, 绝对半径差值: 0.1933, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1537 点 - 坐标: [-213.0552, -105.7101], 绝对半径: 237.8385, 绝对角度: 153.6111, 绝对半径差值: 0.1932, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1538 点 - 坐标: [-213.2393, -105.3380], 绝对半径: 237.8384, 绝对角度: 153.7111, 绝对半径差值: 0.1931, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1539 点 - 坐标: [-213.4228, -104.9655], 绝对半径: 237.8383, 绝对角度: 153.8111, 绝对半径差值: 0.1930, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1540 点 - 坐标: [-213.6056, -104.5928], 绝对半径: 237.8382, 绝对角度: 153.9112, 绝对半径差值: 0.1929, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1541 点 - 坐标: [-213.7878, -104.2197], 绝对半径: 237.8381, 绝对角度: 154.0112, 绝对半径差值: 0.1928, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1542 点 - 坐标: [-213.9693, -103.8463], 绝对半径: 237.8380, 绝对角度: 154.1112, 绝对半径差值: 0.1927, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1543 点 - 坐标: [-214.1502, -103.4725], 绝对半径: 237.8379, 绝对角度: 154.2112, 绝对半径差值: 0.1926, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1544 点 - 坐标: [-214.3304, -103.0985], 绝对半径: 237.8378, 绝对角度: 154.3112, 绝对半径差值: 0.1925, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1545 点 - 坐标: [-214.5100, -102.7242], 绝对半径: 237.8377, 绝对角度: 154.4113, 绝对半径差值: 0.1924, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1546 点 - 坐标: [-214.6889, -102.3495], 绝对半径: 237.8376, 绝对角度: 154.5113, 绝对半径差值: 0.1923, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1547 点 - 坐标: [-214.8671, -101.9745], 绝对半径: 237.8375, 绝对角度: 154.6113, 绝对半径差值: 0.1922, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1548 点 - 坐标: [-215.0447, -101.5992], 绝对半径: 237.8374, 绝对角度: 154.7113, 绝对半径差值: 0.1922, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1549 点 - 坐标: [-215.2217, -101.2236], 绝对半径: 237.8373, 绝对角度: 154.8113, 绝对半径差值: 0.1921, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1550 点 - 坐标: [-215.3980, -100.8477], 绝对半径: 237.8373, 绝对角度: 154.9114, 绝对半径差值: 0.1920, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1551 点 - 坐标: [-215.5736, -100.4715], 绝对半径: 237.8372, 绝对角度: 155.0114, 绝对半径差值: 0.1919, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1552 点 - 坐标: [-215.7486, -100.0950], 绝对半径: 237.8371, 绝对角度: 155.1114, 绝对半径差值: 0.1918, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1553 点 - 坐标: [-215.9229, -99.7182], 绝对半径: 237.8370, 绝对角度: 155.2114, 绝对半径差值: 0.1917, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1554 点 - 坐标: [-216.0966, -99.3411], 绝对半径: 237.8369, 绝对角度: 155.3114, 绝对半径差值: 0.1916, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1555 点 - 坐标: [-216.2696, -98.9637], 绝对半径: 237.8368, 绝对角度: 155.4115, 绝对半径差值: 0.1915, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1556 点 - 坐标: [-216.4419, -98.5859], 绝对半径: 237.8367, 绝对角度: 155.5115, 绝对半径差值: 0.1914, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1557 点 - 坐标: [-216.6136, -98.2079], 绝对半径: 237.8366, 绝对角度: 155.6115, 绝对半径差值: 0.1913, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1558 点 - 坐标: [-216.7846, -97.8296], 绝对半径: 237.8365, 绝对角度: 155.7115, 绝对半径差值: 0.1912, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1559 点 - 坐标: [-216.9550, -97.4509], 绝对半径: 237.8364, 绝对角度: 155.8115, 绝对半径差值: 0.1911, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1560 点 - 坐标: [-217.1247, -97.0720], 绝对半径: 237.8363, 绝对角度: 155.9116, 绝对半径差值: 0.1910, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1561 点 - 坐标: [-217.2937, -96.6928], 绝对半径: 237.8362, 绝对角度: 156.0116, 绝对半径差值: 0.1909, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1562 点 - 坐标: [-217.4621, -96.3133], 绝对半径: 237.8361, 绝对角度: 156.1116, 绝对半径差值: 0.1908, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1563 点 - 坐标: [-217.6298, -95.9335], 绝对半径: 237.8360, 绝对角度: 156.2116, 绝对半径差值: 0.1907, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1564 点 - 坐标: [-217.7969, -95.5534], 绝对半径: 237.8359, 绝对角度: 156.3116, 绝对半径差值: 0.1906, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1565 点 - 坐标: [-217.9633, -95.1730], 绝对半径: 237.8358, 绝对角度: 156.4117, 绝对半径差值: 0.1905, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1566 点 - 坐标: [-218.1290, -94.7923], 绝对半径: 237.8357, 绝对角度: 156.5117, 绝对半径差值: 0.1905, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1567 点 - 坐标: [-218.2940, -94.4114], 绝对半径: 237.8356, 绝对角度: 156.6117, 绝对半径差值: 0.1904, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1568 点 - 坐标: [-218.4584, -94.0301], 绝对半径: 237.8356, 绝对角度: 156.7117, 绝对半径差值: 0.1903, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1569 点 - 坐标: [-218.6222, -93.6486], 绝对半径: 237.8355, 绝对角度: 156.8117, 绝对半径差值: 0.1902, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1570 点 - 坐标: [-218.7852, -93.2667], 绝对半径: 237.8354, 绝对角度: 156.9118, 绝对半径差值: 0.1901, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1571 点 - 坐标: [-218.9476, -92.8846], 绝对半径: 237.8353, 绝对角度: 157.0118, 绝对半径差值: 0.1900, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1572 点 - 坐标: [-219.1094, -92.5022], 绝对半径: 237.8352, 绝对角度: 157.1118, 绝对半径差值: 0.1899, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1573 点 - 坐标: [-219.2704, -92.1196], 绝对半径: 237.8351, 绝对角度: 157.2118, 绝对半径差值: 0.1898, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1574 点 - 坐标: [-219.4308, -91.7366], 绝对半径: 237.8350, 绝对角度: 157.3118, 绝对半径差值: 0.1897, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1575 点 - 坐标: [-219.5905, -91.3534], 绝对半径: 237.8349, 绝对角度: 157.4119, 绝对半径差值: 0.1896, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1576 点 - 坐标: [-219.7496, -90.9699], 绝对半径: 237.8348, 绝对角度: 157.5119, 绝对半径差值: 0.1895, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1577 点 - 坐标: [-219.9080, -90.5861], 绝对半径: 237.8347, 绝对角度: 157.6119, 绝对半径差值: 0.1894, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1578 点 - 坐标: [-220.0657, -90.2020], 绝对半径: 237.8346, 绝对角度: 157.7119, 绝对半径差值: 0.1893, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1579 点 - 坐标: [-220.2227, -89.8177], 绝对半径: 237.8345, 绝对角度: 157.8119, 绝对半径差值: 0.1892, 增量半径差值: -0.0001, 增量角度差值: 0.1000
第 1580 点 - 坐标: [-220.3791, -89.4330], 绝对半径: 237.8344, 绝对角度: 157.9120, 绝对半径差值: 0.1891, 增量半径差值: -0.0001, 增量角度差值: 0.1000
